pop_id	population	latitude	longitude	family	urban_rural	sample_source	ethnic_origin	geographic_region	sample_size	test_date	source_url	retrieved_at
russia-moscow-similar-genetically-to-azerbaijan	Russia Moscow Similar genetically to Azerbaijan	55º 46' N	37º 41' E	Not Known	Unknown	Other	Caucasoid	North-East Asia	170	2024	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Moscow%20Similar%20genetically%20to%20Azerbaijan	2026-08-26
russia-moscow-tatars	Russia Moscow Tatars	55º 46' N	37º 41' E	Not Known	Unknown	Other	Caucasoid	North-East Asia	2512	2024	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Moscow%20Tatars	2026-08-26
russia-moscow-tuvian	Russia Moscow Tuvian	55º 46' N	37º 41' E	Not Known	Unknown	Other	Caucasoid	North-East Asia	112	2024	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Moscow%20Tuvian	2026-08-26
russia-moscow-uzbek	Russia Moscow Uzbek	55º 46' N	37º 41' E	Not Known	Unknown	Other	Caucasoid	North-East Asia	198	2024	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Moscow%20Uzbek	2026-08-26
russia-moscow-yakut	Russia Moscow Yakut	55º 46' N	37º 41' E	Not Known	Unknown	Other	Caucasoid	North-East Asia	235	2024	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Moscow%20Yakut	2026-08-26
russia-murmansk-saomi-mixed	Russia Murmansk Saomi Mixed	68º 58' N	33º 5' E	Grandparents live at same location	Rural	Anthropology Study	Mixed	North-East Asia	70	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Murmansk%20Saomi%20Mixed	2026-08-26
russia-nenet-mixed	Russia Nenet Mixed	67º 5' N	52º 0' E	Grandparents live at same location	Rural	Anthropology Study	Mixed	North-East Asia	55	1996	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Nenet%20Mixed	2026-08-26
russia-nizhny-novgorod-russians	Russia Nizhny Novgorod, Russians	56º 19' N	43º 59' E	Not Known	Urban and Rural	Bone Marrow Registry	Unknown	North-East Asia	1510	2020	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Nizhny%20Novgorod%2C%20Russians	2026-08-26
russia-north-ossetian	Russia North Ossetian	43º 2' N	44º 40' E	Parents live at same location	Urban and Rural	Bone Marrow Registry	Other	North-East Asia	127	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20North%20Ossetian	2026-08-26
russia-northwest	Russia Northwest	58º 0' N	28º 0' E	Not Known	Urban	Blood Donor	Caucasoid	North-East Asia	1011 (DQA1 = 78, DQB1 = 82, DRB1 = 346)	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Northwest	2026-08-26
russia-northwest-slavic	Russia Northwest Slavic	58º 0' N	28º 0' E	Not Known	Urban	Blood Donor	Caucasoid	North-East Asia	200	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Northwest%20Slavic	2026-08-26
russia-northwest-pop-3	Russia Northwest pop  3	59º 58' N	30º 18' E	Not Known	Unknown	Bone Marrow Registry	Caucasoid	North-East Asia	100	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Northwest%20pop%20%203	2026-08-26
russia-northwest-pop-2	Russia Northwest pop 2	63º 0' N	41º 0' E	Not Known	Unknown	Controls for Disease Study	Caucasoid	North-East Asia	346 (A = 890, B = 890, DQB1 = 82)	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Northwest%20pop%202	2026-08-26
russia-northwest-pop-3-kir	Russia Northwest pop 3 KIR	59º 58' N	30º 18' E	Not Known	Unknown	Bone Marrow Registry	Caucasoid	North-East Asia	100	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Northwest%20pop%203%20KIR	2026-08-26
russia-sakhalin-island-nivkhi	Russia Sakhalin Island Nivkhi	51º 0' N	143º 0' E	Not Known	Unknown	Anthropology Study	Siberian	North-East Asia	53	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Sakhalin%20Island%20Nivkhi	2026-08-26
russia-samara-region	Russia Samara Region	53º 11' N	50º 7' E	Not Known	Urban and Rural	Other	Caucasoid	North-East Asia	2500	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Samara%20Region	2026-08-26
russia-siberia-chukchi	Russia Siberia Chukchi	66º 0' N	172º 0' W	Not Known	Rural	Controls for Disease Study	Siberian	North-East Asia	71 (DQA1 = 69, DRB1 = 61)	1995	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Chukchi	2026-08-26
russia-siberia-chukotka-peninsula-chukchi	Russia Siberia Chukotka Peninsula Chukchi	66º 0' N	172º 0' W	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	59	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Chukotka%20Peninsula%20Chukchi	2026-08-26
russia-siberia-chukotka-peninsula-eskimo	Russia Siberia Chukotka Peninsula Eskimo	66º 0' N	172º 0' W	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	80	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Chukotka%20Peninsula%20Eskimo	2026-08-26
russia-siberia-dudinka-nganasan	Russia Siberia Dudinka Nganasan	69º 24' N	86º 11' E	Not Known	Urban	Anthropology Study	Siberian	North-East Asia	24	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Dudinka%20Nganasan	2026-08-26
russia-siberia-eskimo	Russia Siberia Eskimo	66º 0' N	172º 0' W	Not Known	Rural	Controls for Disease Study	Siberian	North-East Asia	70 (DQB1 = 59, DRB1 = 54)	1995	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Eskimo	2026-08-26
russia-siberia-gvaysugi-udege	Russia Siberia Gvaysugi Udege	43º 8' N	131º 54' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	25	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Gvaysugi%20Udege	2026-08-26
russia-siberia-irkutsk-tofalar	Russia Siberia Irkutsk Tofalar	52º 17' N	104º 18' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	43	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Irkutsk%20Tofalar	2026-08-26
russia-siberia-khabarovsk-evenki	Russia Siberia Khabarovsk Evenki	48º 29' N	135º 4' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	25	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Khabarovsk%20Evenki	2026-08-26
russia-siberia-khanty-mansi	Russia Siberia Khanty Mansi	61º 0' N	69º 0' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	68	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Khanty%20Mansi	2026-08-26
russia-siberia-kushun-buryat	Russia Siberia Kushun Buryat	54º 54' N	99º 2' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	25	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Kushun%20Buryat	2026-08-26
russia-siberia-lower-yenisey-ket	Russia Siberia Lower Yenisey Ket	59º 12' N	88º 34' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	17	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Lower%20Yenisey%20Ket	2026-08-26
russia-siberia-nw-of-sakhalin-island-nivkh	Russia Siberia NW of Sakhalin Island Nivkh	51º 0' N	143º 0' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	32	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20NW%20of%20Sakhalin%20Island%20Nivkh	2026-08-26
russia-siberia-negidal	Russia Siberia Negidal	51º 0' N	131º 4' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	35	1999	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Negidal	2026-08-26
russia-siberia-north-east-kamchatka-koryak	Russia Siberia North East Kamchatka Koryak	60º 19' N	165º 50' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	92	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20North%20East%20Kamchatka%20Koryak	2026-08-26
russia-siberia-polygus-evenk	Russia Siberia Polygus Evenk	60º 0' N	98º 0' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	35	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Polygus%20Evenk	2026-08-26
russia-siberia-sulamai-ket	Russia Siberia Sulamai Ket	60º 1' N	93º 4' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	22	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Sulamai%20Ket	2026-08-26
russia-siberia-ulchi	Russia Siberia Ulchi	52º 0' N	136º 0' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	73	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Ulchi	2026-08-26
russia-siberia-yakut-kir	Russia Siberia Yakut KIR	74º 0' N	105º 0' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	51	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Siberia%20Yakut%20KIR	2026-08-26
russia-smolensk	Russia Smolensk	56º 0' N	33º 0' E	Parents live at same location	Rural	Anthropology Study	Caucasoid	North-East Asia	156	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Smolensk	2026-08-26
russia-south-ural-bashkir	Russia South Ural Bashkir	54º 32' N	60º 20' E	Grandparents live at same location	Urban and Rural	Anthropology Study	Other	North-East Asia	146	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20South%20Ural%20Bashkir	2026-08-26
russia-south-ural-russian	Russia South Ural Russian	54º 32' N	60º 20' E	Parents live at same location	Urban and Rural	Anthropology Study	Caucasoid	North-East Asia	207	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20South%20Ural%20Russian	2026-08-26
russia-south-ural-tatar	Russia South Ural Tatar	54º 32' N	60º 20' E	Parents live at same location	Urban and Rural	Anthropology Study	Other	North-East Asia	135	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20South%20Ural%20Tatar	2026-08-26
russia-tatars	Russia Tatars	61º 59' N	96º 41' E	Parents live at same location	Urban and Rural	Bone Marrow Registry	Caucasoid	North-East Asia	355	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Tatars	2026-08-26
russia-transbaikal-territory-buryats	Russia Transbaikal Territory Buryats	54º 16' N	118º 16' E	Not Known	Urban and Rural	Bone Marrow Registry	Other	North-East Asia	150	2019	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Transbaikal%20Territory%20Buryats	2026-08-26
russia-tundra-nentsi-na-dhs-1-g	Russia Tundra Nentsi NA-DHS_1 (G)	66º 0' N	76º 0' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	16 (C = 15)	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Tundra%20Nentsi%20NA-DHS_1%20%28G%29	2026-08-26
russia-tuva	Russia Tuva	51º 47' N	94º 41' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	190	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Tuva	2026-08-26
russia-tuva-todja	Russia Tuva Todja	51º 30' N	95º 5' E	Not Known	Urban	Anthropology Study	Siberian	North-East Asia	22	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Tuva%20Todja	2026-08-26
russia-tuva-pop-2	Russia Tuva pop 2	51º 30' N	95º 5' E	Not Known	Rural	Anthropology Study	Siberian	North-East Asia	169	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Tuva%20pop%202	2026-08-26
russia-tuva-pop3	Russia Tuva pop3	51º 30' N	95º 5' E	Not Known	Urban and Rural	Anthropology Study	Siberian	North-East Asia	44	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Tuva%20pop3	2026-08-26
russia-vologda	Russia Vologda	59º 0' N	40º 0' E	Parents live at same location	Rural	Anthropology Study	Caucasoid	North-East Asia	121	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Vologda	2026-08-26
russia-vologda-kir	Russia Vologda KIR	59º 13' N	39º 54' E	Not Known	Rural	Anthropology Study	Caucasoid	North-East Asia	47	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%20Vologda%20KIR	2026-08-26
russia-south-ural-chelyabinsk-region-nagaybaks	Russia, South Ural, Chelyabinsk region, Nagaybaks	53º 37' N	59º 40' E	Parents live at same location	Rural	Anthropology Study	Caucasoid	North-East Asia	112	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russia%2C%20South%20Ural%2C%20Chelyabinsk%20region%2C%20Nagaybaks	2026-08-26
russian-federation-vologda-region	Russian Federation Vologda Region	59º 13' N	39º 54' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	North-East Asia	119	2022	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Russian%20Federation%20Vologda%20Region	2026-08-26
rwanda	Rwanda	1º 57' S	30º 4' E	Not Known	Unknown	Disease Study Patients	Black	Sub-Saharan Africa	280	1999	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Rwanda	2026-08-26
rwanda-kigali-hutu-and-tutsi	Rwanda Kigali Hutu and Tutsi	1º 57' S	30º 4' E	Not Known	Urban	Anthropology Study	Black	Sub-Saharan Africa	281	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Rwanda%20Kigali%20Hutu%20and%20Tutsi	2026-08-26
samoa	Samoa	13º 50' S	171º 45' W	Not Known	Rural	Anthropology Study	Polynesian	Oceania	29	1999	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Samoa	2026-08-26
samoa-kir	Samoa KIR	13º 50' S	171º 45' W	Grandparents live at same location	Rural	Anthropology Study	Polynesian	Oceania	50	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Samoa%20KIR	2026-08-26
samoa-west	Samoa West	13º 50' S	171º 45' W	Not Known	Rural	Anthropology Study	Polynesian	Oceania	22	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Samoa%20West	2026-08-26
samoa-pop-3	Samoa pop 3	13º 50' S	171º 45' W	Not Known	Rural	Anthropology Study	Polynesian	Oceania	65	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Samoa%20pop%203	2026-08-26
samoa-pop2	Samoa pop2	13º 50' S	171º 45' W	Not Known	Rural	Anthropology Study	Polynesian	Oceania	50	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Samoa%20pop2	2026-08-26
sao-tome-island-angolar	Sao Tome Island Angolar	0º 20' N	6º 44' E	Not Known	Rural	Anthropology Study	Black	Sub-Saharan Africa	32	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Sao%20Tome%20Island%20Angolar	2026-08-26
sao-tome-island-forro	Sao Tome Island Forro	0º 20' N	6º 44' E	Not Known	Rural	Anthropology Study	Black	Sub-Saharan Africa	66	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Sao%20Tome%20Island%20Forro	2026-08-26
saudi-arabia	Saudi Arabia	24º 42' N	46º 43' E	Not Known	Unknown	Controls for Disease Study	Arab	Western Asia	18	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia	2026-08-26
saudi-arabia-al-baha-g	Saudi Arabia Al-Baha (G)	20º 0' N	41º 28' E	Not Known	Urban	Bone Marrow Registry	Arab	Western Asia	86	2021	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20Al-Baha%20%28G%29	2026-08-26
saudi-arabia-al-madinah-g	Saudi Arabia Al-Madinah (G)	24º 28' N	39º 36' E	Not Known	Urban	Bone Marrow Registry	Arab	Western Asia	102	2021	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20Al-Madinah%20%28G%29	2026-08-26
saudi-arabia-guraiat-and-hail	Saudi Arabia Guraiat and Hail	27º 31' N	41º 41' E	Not Known	Urban and Rural	Anthropology Study	Arab	Western Asia	213 (DQB1 = 125)	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20Guraiat%20and%20Hail	2026-08-26
saudi-arabia-jeddah-g	Saudi Arabia Jeddah (G)	21º 32' N	39º 10' E	Not Known	Urban	Bone Marrow Registry	Arab	Western Asia	476	2021	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20Jeddah%20%28G%29	2026-08-26
saudi-arabia-kir	Saudi Arabia KIR	24º 42' N	46º 43' E	Not Known	Unknown	Blood Donor	Arab	Western Asia	162	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20KIR	2026-08-26
saudi-arabia-kir-pop-2	Saudi Arabia KIR pop 2	24º 43' N	46º 48' E	Grandparents live at same location	Urban		Arab	Western Asia	148	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20KIR%20pop%202	2026-08-26
saudi-arabia-kir-pop-3	Saudi Arabia KIR pop 3	25º 0' N	45º 0' E	Not Known	Unknown	Controls for Disease Study	Arab	Western Asia	65	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20KIR%20pop%203	2026-08-26
saudi-arabia-makkah-g	Saudi Arabia Makkah (G)	21º 25' N	39º 49' E	Not Known	Urban	Bone Marrow Registry	Arab	Western Asia	344	2021	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20Makkah%20%28G%29	2026-08-26
saudi-arabia-riyadh-kir	Saudi Arabia Riyadh KIR	24º 38' N	46º 43' E	Not Known	Urban	Controls for Disease Study	Arab	Western Asia	152	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20Riyadh%20KIR	2026-08-26
saudi-arabia-riyadh-mic	Saudi Arabia Riyadh MIC	24º 42' N	46º 43' E	Not Known	Unknown	Anthropology Study	Arab	Western Asia	18	1996	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20Riyadh%20MIC	2026-08-26
saudi-arabia-taif-g	Saudi Arabia Taif (G)	21º 16' N	40º 24' E	Not Known	Urban	Bone Marrow Registry	Arab	Western Asia	104	2021	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20Taif%20%28G%29	2026-08-26
saudi-arabia-pop-2	Saudi Arabia pop 2	24º 42' N	46º 43' E	Not Known	Urban	Controls for Disease Study	Arab	Western Asia	383	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20pop%202	2026-08-26
saudi-arabia-pop-3	Saudi Arabia pop 3	24º 42' N	46º 43' E	Not Known	Unknown	Anthropology Study	Arab	Western Asia	50	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20pop%203	2026-08-26
saudi-arabia-pop-4	Saudi Arabia pop 4	24º 38' N	46º 43' E	Grandparents live at same location	Urban and Rural	Bone Marrow Registry	Arab	Western Asia	499	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20pop%204	2026-08-26
saudi-arabia-pop-5	Saudi Arabia pop 5	24º 38' N	46º 43' E	Not Known	Urban and Rural	Anthropology Study	Arab	Western Asia	158	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20pop%205	2026-08-26
saudi-arabia-pop-6-g	Saudi Arabia pop 6 (G)	23º 52' N	45º 4' E	Not Known	Unknown	Bone Marrow Registry	Arab	Western Asia	28927	2019	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Saudi%20Arabia%20pop%206%20%28G%29	2026-08-26
scotland-orkney	Scotland Orkney	58º 59' N	3º 11' W	Grandparents live at same location	Rural	Anthropology Study	Caucasoid	Europe	99	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Scotland%20Orkney	2026-08-26
scotland-orkney-kir	Scotland Orkney KIR	59º 0' N	3º 0' W	Grandparents live at same location	Rural	Anthropology Study	Caucasoid	Europe	90	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Scotland%20Orkney%20KIR	2026-08-26
senegal-dakar	Senegal Dakar	15º 0' N	17º 0' W	Not Known	Rural	Anthropology Study	Black	Sub-Saharan Africa	112 (DRB1 = 45)	1996	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Senegal%20Dakar	2026-08-26
senegal-kir	Senegal KIR	14º 0' N	16º 0' W	Not Known	Unknown	Anthropology Study	Black	Sub-Saharan Africa	118	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Senegal%20KIR	2026-08-26
senegal-niokholo-mandenka	Senegal Niokholo Mandenka	12º 35' N	12º 9' W	Not Known	Rural	Anthropology Study	Black	Sub-Saharan Africa	165	1999	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Senegal%20Niokholo%20Mandenka	2026-08-26
serbia	Serbia	44º 28' N	20º 28' E	Parents live at same location	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	386 (A = 291, B = 291, C = 125)	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Serbia	2026-08-26
serbia-vojvodina	Serbia Vojvodina	44º 13' N	20º 47' E	Not Known	Urban and Rural	Other	Caucasoid	Europe	400	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Serbia%20Vojvodina	2026-08-26
serbia-vojvodina-kir	Serbia Vojvodina KIR	45º 15' N	19º 51' E	Parents live at same location	Urban and Rural		Caucasoid	Europe	134	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Serbia%20Vojvodina%20KIR	2026-08-26
serbia-pop-2	Serbia pop 2	44º 13' N	20º 47' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	102	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Serbia%20pop%202	2026-08-26
serbia-pop-3	Serbia pop 3	44º 49' N	20º 28' E	Not Known	Unknown	Bone Marrow Registry	Caucasoid	Europe	1992 (C = 159, DQB1 = 159)	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Serbia%20pop%203	2026-08-26
singapore-chinese	Singapore Chinese	1º 24' N	103º 45' E	Not Known	Urban	Blood Donor	Oriental	South-East Asia	149	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Chinese	2026-08-26
singapore-chinese-cytokine	Singapore Chinese Cytokine	1º 24' N	103º 45' E	Not Known	Urban	Blood Donor	Oriental	South-East Asia	83	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Chinese%20Cytokine	2026-08-26
singapore-chinese-han	Singapore Chinese Han	1º 17' N	103º 51' E	Not Known	Urban	Anthropology Study	Oriental	South-East Asia	94	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Chinese%20Han	2026-08-26
singapore-chinese-kir	Singapore Chinese KIR	1º 22' N	103º 48' E	Not Known	Urban	Blood Donor	Oriental	South-East Asia	47	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Chinese%20KIR	2026-08-26
singapore-chinese-kir-pop-2	Singapore Chinese KIR pop 2	1º 22' N	103º 48' E	Not Known	Urban	Anthropology Study	Oriental	South-East Asia	210	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Chinese%20KIR%20pop%202	2026-08-26
singapore-indians-kir	Singapore Indians KIR	1º 22' N	103º 48' E	Not Known	Urban	Anthropology Study	Oriental	South-East Asia	80	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Indians%20KIR	2026-08-26
singapore-javaneses	Singapore Javaneses	1º 24' N	103º 45' E	Not Known	Urban	Anthropology Study	Austronesian	South-East Asia	51	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Javaneses	2026-08-26
singapore-malays-kir	Singapore Malays KIR	1º 22' N	103º 48' E	Not Known	Urban	Anthropology Study	Oriental	South-East Asia	80	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Malays%20KIR	2026-08-26
singapore-riau-malay	Singapore Riau Malay	1º 24' N	103º 45' E	Not Known	Rural	Anthropology Study	Austronesian	South-East Asia	132	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Riau%20Malay	2026-08-26
singapore-sgvp-chinese-chs	Singapore SGVP Chinese CHS	1º 21' N	103º 50' E	Grandparents live at same location	Urban	Other	Oriental	South-East Asia	96 (A = 184, B = 186, C = 188, DPA1 = 186, DPB1 = 158, DQA1 = 47, DQB1 = 107, DRB1 = 20)	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20SGVP%20Chinese%20CHS	2026-08-26
singapore-sgvp-malay-mas	Singapore SGVP Malay MAS	1º 21' N	103º 50' E	Grandparents live at same location	Urban	Other	Oriental	South-East Asia	89 (A = 168, B = 168, C = 178, DPA1 = 176, DPB1 = 110, DQA1 = 66, DQB1 = 91, DRB1 = 27)	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20SGVP%20Malay%20MAS	2026-08-26
singapore-sgvp-indian-ins	Singapore SGVP. Indian INS	1º 21' N	103º 50' E	Grandparents live at same location	Urban	Other	Asian	South-East Asia	86 (A = 161, B = 160, C = 162, DPA1 = 164, DPB1 = 138, DQA1 = 88, DQB1 = 103, DRB1 = 31)	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20SGVP.%20Indian%20INS	2026-08-26
singapore-thai	Singapore Thai	1º 24' N	103º 45' E	Not Known	Urban	Anthropology Study	Oriental	South-East Asia	100	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Singapore%20Thai	2026-08-26
slovakia	Slovakia	48º 42' N	19º 28' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	146	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Slovakia	2026-08-26
slovakia-cytokine	Slovakia Cytokine	48º 42' N	19º 29' E	Not Known	Urban and Rural	Anthropology Study	Caucasoid	Europe	140	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Slovakia%20Cytokine	2026-08-26
slovakia-pop-2	Slovakia pop 2	48º 6' N	17º 7' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	4234 (A = 3693, B = 3944, DRB1 = 3744)	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Slovakia%20pop%202	2026-08-26
slovenia	Slovenia	46º 15' N	15º 1' E	Not Known	Urban	Anthropology Study	Caucasoid	Europe	100	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Slovenia	2026-08-26
slovenia-kir	Slovenia KIR	46º 15' N	15º 1' E	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	130	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Slovenia%20KIR	2026-08-26
slovenia-mic	Slovenia MIC	46º 3' N	14º 30' E	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	70	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Slovenia%20MIC	2026-08-26
slovenia-pop-2	Slovenia pop 2	46º 3' N	14º 30' E	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	140	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Slovenia%20pop%202	2026-08-26
